Ticker,Year_Int,Year,Installed_Capacity_MW,License_Issue_Year,License_Term_Years,PPA_Tariff_Wet,PPA_Tariff_Dry,PLF
KPCL,2023,2023/24,,,,4.8,8.4,
KPCL,2024,2024/25,,,,4.8,8.4,
NYADI,2020,2020/21,30.0,2069.0,36.0,4.8,8.4,0.0
NYADI,2021,2021/22,30.0,2069.0,36.0,4.8,8.4,0.0701910343734145
NYADI,2022,2022/23,30.0,2069.0,36.0,4.8,8.4,0.3752180923389142
NYADI,2023,2023/24,30.0,2069.0,36.0,4.8,8.4,0.3754731100963978
NYADI,2024,2024/25,30.0,2069.0,36.0,4.8,8.4,0.4101268391679351
MEL,2023,2023/24,20.0,2067.0,35.0,4.8,8.4,0.395812404870624
MEL,2024,2024/25,20.0,2067.0,35.0,4.8,8.4,0.4992151826484018
DOLTI,2023,2023/24,4.8,2074.0,35.0,4.8,8.4,0.317052697710553
DOLTI,2024,2024/25,4.8,2074.0,35.0,4.8,8.4,0.3373967132800609
MEN,2019,2019/20,42.0,2068.0,35.0,4.8,8.4,0.0652418619083858
MEN,2020,2020/21,42.0,2068.0,35.0,4.8,8.4,0.0762015057621222
MEN,2021,2021/22,42.0,2068.0,35.0,4.8,8.4,0.5591869391896789
MEN,2022,2022/23,42.0,2068.0,35.0,4.8,8.4,0.5356161072153367
MEN,2023,2023/24,42.0,2068.0,35.0,4.8,8.4,0.4422224718235848
MEN,2024,2024/25,42.0,2068.0,35.0,4.8,8.4,0.5921788296368776
AKPL,2015,2015/16,25.0,2070.0,35.0,4.8,8.4,0.0
AKPL,2016,2016/17,25.0,2070.0,35.0,4.8,8.4,0.0
AKPL,2017,2017/18,25.0,2070.0,35.0,4.8,8.4,0.0
AKPL,2018,2018/19,25.0,2070.0,35.0,4.8,8.4,0.0
AKPL,2019,2019/20,25.0,2070.0,35.0,4.8,8.4,0.309896000761035
AKPL,2020,2020/21,25.0,2070.0,35.0,4.8,8.4,0.5378286423135464
AKPL,2021,2021/22,25.0,2070.0,35.0,4.8,8.4,0.5716128630136986
AKPL,2022,2022/23,25.0,2070.0,35.0,4.8,8.4,0.4971797412480974
AKPL,2023,2023/24,25.0,2070.0,35.0,4.8,8.4,0.1806008622526636
AKPL,2024,2024/25,25.0,2070.0,35.0,4.8,8.4,0.4811958683409437
MEHL,2024,2024/25,5.0,2072.0,35.0,4.8,8.4,0.4580226369863013
UMHL,2016,2016/17,,,,4.8,8.4,
UMHL,2017,2017/18,,,,4.8,8.4,
UMHL,2018,2018/19,,,,4.8,8.4,
UMHL,2019,2019/20,,,,4.8,8.4,
UMHL,2020,2020/21,,,,4.8,8.4,
UMHL,2021,2021/22,,,,4.8,8.4,
UMHL,2022,2022/23,,,,4.8,8.4,
UMHL,2023,2023/24,,,,4.8,8.4,
UMHL,2024,2024/25,,,,4.8,8.4,
MHNL,2018,2018/19,42.0,2068.0,35.0,4.8,8.4,0.4829698666376748
MHNL,2019,2019/20,42.0,2068.0,35.0,4.8,8.4,0.2359555401536565
MHNL,2020,2020/21,42.0,2068.0,35.0,4.8,8.4,0.235253261578604
MHNL,2021,2021/22,42.0,2068.0,35.0,4.8,8.4,0.2755054690331231
MHNL,2022,2022/23,42.0,2068.0,35.0,4.8,8.4,0.2254735925382329
MHNL,2023,2023/24,42.0,2068.0,35.0,4.8,8.4,0.1977221452127274
MHNL,2024,2024/25,42.0,2068.0,35.0,4.8,8.4,0.198014147097195
HURJA,2019,2019/20,12.0,2069.0,36.0,4.8,8.4,0.0
HURJA,2020,2020/21,12.0,2069.0,36.0,4.8,8.4,0.0
HURJA,2021,2021/22,12.0,2069.0,36.0,4.8,8.4,0.0297616248097412
HURJA,2022,2022/23,12.0,2069.0,36.0,4.8,8.4,0.4247162466704718
HURJA,2023,2023/24,12.0,2069.0,36.0,4.8,8.4,0.4370574898528666
HURJA,2024,2024/25,12.0,2069.0,36.0,4.8,8.4,0.6599134164129883
BHL,2020,2020/21,36.0,2073.0,35.0,4.8,8.4,0.0
BHL,2023,2023/24,36.0,2073.0,35.0,4.8,8.4,0.4724207979240656
BHL,2024,2024/25,36.0,2073.0,35.0,4.8,8.4,0.4381586171359716
KBSH,2023,2023/24,,,,4.8,8.4,
KBSH,2024,2024/25,,,,4.8,8.4,
VLUCL,2024,2024/25,25.0,2077.0,35.0,4.8,8.4,0.2885668614916286
UNHPL,2018,2018/19,3.0,2069.0,35.0,4.8,8.4,0.4556226195459157
UNHPL,2019,2019/20,3.0,2069.0,35.0,4.8,8.4,0.4848155326610857
UNHPL,2020,2020/21,3.0,2069.0,35.0,4.8,8.4,0.4242571283612379
UNHPL,2021,2021/22,3.0,2069.0,35.0,4.8,8.4,0.5262995750887874
UNHPL,2022,2022/23,3.0,2069.0,35.0,4.8,8.4,0.4669394345509893
UNHPL,2023,2023/24,3.0,2069.0,35.0,4.8,8.4,0.429499873160832
UNHPL,2024,2024/25,3.0,2069.0,35.0,4.8,8.4,0.4762628424657534
RIDI,2012,2012/13,2.4,2064.0,35.0,4.8,8.4,0.5079408612379502
RIDI,2013,2013/14,2.4,2064.0,35.0,4.8,8.4,0.4165123271816336
RIDI,2014,2014/15,2.4,2064.0,35.0,4.8,8.4,0.4555971508751902
RIDI,2015,2015/16,2.4,2064.0,35.0,4.8,8.4,0.3386041991692034
RIDI,2016,2016/17,2.4,2064.0,35.0,4.8,8.4,0.3618406979325215
RIDI,2017,2017/18,2.4,2064.0,35.0,4.8,8.4,0.3647377045281583
RIDI,2018,2018/19,2.4,2064.0,35.0,4.8,8.4,0.3581478865423643
RIDI,2019,2019/20,2.4,2064.0,35.0,4.8,8.4,0.4076637731481481
RIDI,2020,2020/21,2.4,2064.0,35.0,4.8,8.4,0.9052338834982242
RIDI,2021,2021/22,2.4,2064.0,35.0,4.8,8.4,1.0
RIDI,2022,2022/23,2.4,2064.0,35.0,4.8,8.4,1.0
RIDI,2023,2023/24,2.4,2064.0,35.0,4.8,8.4,1.0
RIDI,2024,2024/25,2.4,2064.0,35.0,4.8,8.4,1.0
SAHAS,2022,2022/23,86.0,2071.0,36.0,4.8,8.4,0.1351102848129269
SAHAS,2023,2023/24,86.0,2071.0,36.0,4.8,8.4,0.541461115093271
SAHAS,2024,2024/25,86.0,2071.0,36.0,4.8,8.4,0.5858567289653464
BHPL,2023,2023/24,,,,4.8,8.4,
BHPL,2024,2024/25,,,,4.8,8.4,
TAMOR,2023,2023/24,73.0,2074.0,36.0,4.8,8.4,0.0923006591292925
TAMOR,2024,2024/25,73.0,2074.0,36.0,4.8,8.4,0.5142538760659703
RURU,2020,2020/21,5.0,2069.0,35.0,4.8,8.4,0.569354805936073
RURU,2021,2021/22,5.0,2069.0,35.0,4.8,8.4,0.615003200152207
RURU,2022,2022/23,5.0,2069.0,35.0,4.8,8.4,0.5136776902587519
RURU,2023,2023/24,5.0,2069.0,35.0,4.8,8.4,0.5184082610350076
RURU,2024,2024/25,5.0,2069.0,35.0,4.8,8.4,0.5376482191780821
TSHL,2023,2023/24,7.151,2074.0,35.0,4.8,8.4,0.3014948734698152
TSHL,2024,2024/25,7.151,2074.0,35.0,4.8,8.4,0.4007300072133901
NHDL,2016,2016/17,3.52,2067.0,35.0,4.8,8.4,0.5655585569954684
NHDL,2017,2017/18,3.52,2067.0,35.0,4.8,8.4,0.5797250555642037
NHDL,2018,2018/19,3.52,2067.0,35.0,4.8,8.4,0.5082834014373184
NHDL,2019,2019/20,3.52,2067.0,35.0,4.8,8.4,0.5634775240634081
NHDL,2020,2020/21,3.52,2067.0,35.0,4.8,8.4,0.3907677067658607
NHDL,2021,2021/22,3.52,2067.0,35.0,4.8,8.4,0.5091901679465892
NHDL,2022,2022/23,3.52,2067.0,35.0,4.8,8.4,0.5433473108655044
NHDL,2023,2023/24,3.52,2067.0,35.0,4.8,8.4,0.5139364535768646
NHDL,2024,2024/25,3.52,2067.0,35.0,4.8,8.4,0.5845754202988792
UMRH,2019,2019/20,7.0,2073.0,35.0,4.8,8.4,0.286681932757121
UMRH,2020,2020/21,7.0,2073.0,35.0,4.8,8.4,0.3655985847466841
UMRH,2021,2021/22,7.0,2073.0,35.0,4.8,8.4,0.5072839929876061
UMRH,2022,2022/23,7.0,2073.0,35.0,4.8,8.4,0.4604258061535116
UMRH,2023,2023/24,7.0,2073.0,35.0,4.8,8.4,0.4268646254620569
UMRH,2024,2024/25,7.0,2073.0,35.0,4.8,8.4,0.4344848363774733
LEC,2018,2018/19,25.0,2071.0,36.0,4.8,8.4,0.0
LEC,2019,2019/20,25.0,2071.0,36.0,4.8,8.4,0.0
LEC,2020,2020/21,25.0,2071.0,36.0,4.8,8.4,0.0
LEC,2021,2021/22,25.0,2071.0,36.0,4.8,8.4,0.0
LEC,2022,2022/23,25.0,2071.0,36.0,4.8,8.4,0.266391399847793
LEC,2023,2023/24,25.0,2071.0,36.0,4.8,8.4,0.4167530608828006
LEC,2024,2024/25,25.0,2071.0,36.0,4.8,8.4,0.4542700350076104
SIKLES,2023,2023/24,13.0,2070.0,35.0,4.8,8.4,0.4299485159817351
SIKLES,2024,2024/25,13.0,2070.0,35.0,4.8,8.4,0.4426132215197284
MAKAR,2023,2023/24,7.0,2076.0,35.0,4.8,8.4,1.0
MAKAR,2024,2024/25,7.0,2076.0,35.0,4.8,8.4,1.0
SMHL,2023,2023/24,7.8,2073.0,35.0,4.8,8.4,1.0
SMHL,2024,2024/25,7.8,2073.0,35.0,4.8,8.4,1.0
API,2012,2012/13,8.5,2069.0,35.0,4.8,8.4,0.0
API,2013,2013/14,8.5,2069.0,35.0,4.8,8.4,0.0
API,2014,2014/15,8.5,2069.0,35.0,4.8,8.4,0.0
API,2015,2015/16,8.5,2069.0,35.0,4.8,8.4,0.2370266384636046
API,2016,2016/17,8.5,2069.0,35.0,4.8,8.4,0.3092085705971886
API,2017,2017/18,8.5,2069.0,35.0,4.8,8.4,0.2861246105291432
API,2018,2018/19,8.5,2069.0,35.0,4.8,8.4,0.4000807122392336
API,2019,2019/20,8.5,2069.0,35.0,4.8,8.4,0.7262003290357238
API,2020,2020/21,8.5,2069.0,35.0,4.8,8.4,0.8221157847613931
API,2021,2021/22,8.5,2069.0,35.0,4.8,8.4,1.0
API,2022,2022/23,8.5,2069.0,35.0,4.8,8.4,0.9996777307726744
API,2023,2023/24,8.5,2069.0,35.0,4.8,8.4,1.0
API,2024,2024/25,8.5,2069.0,35.0,4.8,8.4,1.0
BGWT,2023,2023/24,4.5,2066.0,35.0,4.8,8.4,0.6051746829020802
BGWT,2024,2024/25,4.5,2066.0,35.0,4.8,8.4,0.6623030230001691
EHPL,2023,2023/24,5.0,2067.0,35.0,4.8,8.4,0.4263747907153729
EHPL,2024,2024/25,5.0,2067.0,35.0,4.8,8.4,0.4923616780821918
