Ticker,Year_Int,Year,Installed_Capacity_MW,License_Issue_Year,License_Term_Years,PPA_Tariff_Wet,PPA_Tariff_Dry,PLF
RHPL,2023,2023/24,111.0,2069.0,36.0,4.8,8.4,0.0
RHPL,2024,2024/25,111.0,2069.0,36.0,4.8,8.4,0.1660727508330248
SHEL,2021,2021/22,25.0,2072.0,35.0,4.8,8.4,0.4970826171993912
SHEL,2022,2022/23,25.0,2072.0,35.0,4.8,8.4,0.4915947123287671
SHEL,2023,2023/24,25.0,2072.0,35.0,4.8,8.4,0.472058309741248
SHEL,2024,2024/25,25.0,2072.0,35.0,4.8,8.4,0.5229823302891933
DHPL,2017,2017/18,3.3,2069.0,35.0,4.8,8.4,0.2722372123057054
DHPL,2018,2018/19,3.3,2069.0,35.0,4.8,8.4,0.4982069553987362
DHPL,2019,2019/20,3.3,2069.0,35.0,4.8,8.4,0.4457647248743139
DHPL,2020,2020/21,3.3,2069.0,35.0,4.8,8.4,0.4042767861261012
DHPL,2021,2021/22,3.3,2069.0,35.0,4.8,8.4,0.5184032101840321
DHPL,2022,2022/23,3.3,2069.0,35.0,4.8,8.4,0.4959872699598727
DHPL,2023,2023/24,3.3,2069.0,35.0,4.8,8.4,0.4661570038282367
DHPL,2024,2024/25,3.3,2069.0,35.0,4.8,8.4,0.5184781606014482
HDHPC,2019,2019/20,4.5,2064.0,35.0,4.8,8.4,0.9340007699137494
HDHPC,2020,2020/21,4.5,2064.0,35.0,4.8,8.4,0.6262577925756807
HDHPC,2021,2021/22,4.5,2064.0,35.0,4.8,8.4,0.5561840051581262
HDHPC,2022,2022/23,4.5,2064.0,35.0,4.8,8.4,0.1608130695924234
HDHPC,2023,2023/24,4.5,2064.0,35.0,4.8,8.4,0.4720815943683409
HDHPC,2024,2024/25,4.5,2064.0,35.0,4.8,8.4,0.4976220319634703
MBJC,2019,2019/20,102.0,2070.0,36.0,4.8,8.4,0.0
MBJC,2020,2020/21,102.0,2070.0,36.0,4.8,8.4,0.0
MBJC,2021,2021/22,102.0,2070.0,36.0,4.8,8.4,0.0
MBJC,2022,2022/23,102.0,2070.0,36.0,4.8,8.4,0.0
MBJC,2023,2023/24,102.0,2070.0,36.0,4.8,8.4,0.0
MBJC,2024,2024/25,102.0,2070.0,36.0,4.8,8.4,0.0
PMHPL,2016,2016/17,,,,4.8,8.4,
PMHPL,2017,2017/18,,,,4.8,8.4,
PMHPL,2018,2018/19,,,,4.8,8.4,
PMHPL,2019,2019/20,,,,4.8,8.4,
PMHPL,2020,2020/21,,,,4.8,8.4,
PMHPL,2021,2021/22,,,,4.8,8.4,
PMHPL,2022,2022/23,,,,4.8,8.4,
PMHPL,2023,2023/24,,,,4.8,8.4,
PMHPL,2024,2024/25,,,,4.8,8.4,
KPCL,2017,2017/18,,,,4.8,8.4,
KPCL,2018,2018/19,,,,4.8,8.4,
KPCL,2019,2019/20,,,,4.8,8.4,
KPCL,2020,2020/21,,,,4.8,8.4,
KPCL,2021,2021/22,,,,4.8,8.4,
KPCL,2022,2022/23,,,,4.8,8.4,
